,img_path,label
0,data/scence_recognition/scence_recognition_full/image/opencountry_land228.jpg,opencountry
1,data/scence_recognition/scence_recognition_full/image/forest_natu847.jpg,forest
2,data/scence_recognition/scence_recognition_full/image/highway_urb715.jpg,highway
3,data/scence_recognition/scence_recognition_full/image/highway_bost300.jpg,highway
4,data/scence_recognition/scence_recognition_full/image/highway_bost302.jpg,highway
5,data/scence_recognition/scence_recognition_full/image/street_hexp4.jpg,street
6,data/scence_recognition/scence_recognition_full/image/forest_for25.jpg,forest
7,data/scence_recognition/scence_recognition_full/image/mountain_n603048.jpg,mountain
8,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1720.jpg,tallbuilding
9,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1022.jpg,tallbuilding
10,data/scence_recognition/scence_recognition_full/image/forest_nat867.jpg,forest
11,data/scence_recognition/scence_recognition_full/image/street_art1187.jpg,street
12,data/scence_recognition/scence_recognition_full/image/highway_n480070.jpg,highway
13,data/scence_recognition/scence_recognition_full/image/insidecity_art1496.jpg,insidecity
14,data/scence_recognition/scence_recognition_full/image/tallbuilding_art447.jpg,tallbuilding
15,data/scence_recognition/scence_recognition_full/image/coast_cdmc929.jpg,coast
16,data/scence_recognition/scence_recognition_full/image/coast_natu648.jpg,coast
17,data/scence_recognition/scence_recognition_full/image/forest_natu430.jpg,forest
18,data/scence_recognition/scence_recognition_full/image/street_urb798.jpg,street
19,data/scence_recognition/scence_recognition_full/image/forest_cdmc318.jpg,forest
20,data/scence_recognition/scence_recognition_full/image/forest_nat147.jpg,forest
21,data/scence_recognition/scence_recognition_full/image/forest_land733.jpg,forest
22,data/scence_recognition/scence_recognition_full/image/mountain_n255068.jpg,mountain
23,data/scence_recognition/scence_recognition_full/image/insidecity_art785.jpg,insidecity
24,data/scence_recognition/scence_recognition_full/image/opencountry_nat1034.jpg,opencountry
25,data/scence_recognition/scence_recognition_full/image/insidecity_art903.jpg,insidecity
26,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban989.jpg,tallbuilding
27,data/scence_recognition/scence_recognition_full/image/forest_nat717.jpg,forest
28,data/scence_recognition/scence_recognition_full/image/tallbuilding_city1.jpg,tallbuilding
29,data/scence_recognition/scence_recognition_full/image/mountain_natu102.jpg,mountain
30,data/scence_recognition/scence_recognition_full/image/coast_bea14.jpg,coast
31,data/scence_recognition/scence_recognition_full/image/mountain_land132.jpg,mountain
32,data/scence_recognition/scence_recognition_full/image/insidecity_art902.jpg,insidecity
33,data/scence_recognition/scence_recognition_full/image/forest_text107.jpg,forest
34,data/scence_recognition/scence_recognition_full/image/tallbuilding_bost390.jpg,tallbuilding
35,data/scence_recognition/scence_recognition_full/image/street_gre131.jpg,street
36,data/scence_recognition/scence_recognition_full/image/street_boston32.jpg,street
37,data/scence_recognition/scence_recognition_full/image/coast_nat202.jpg,coast
38,data/scence_recognition/scence_recognition_full/image/mountain_n251048.jpg,mountain
39,data/scence_recognition/scence_recognition_full/image/tallbuilding_city8.jpg,tallbuilding
40,data/scence_recognition/scence_recognition_full/image/insidecity_art612.jpg,insidecity
41,data/scence_recognition/scence_recognition_full/image/forest_nat1217.jpg,forest
42,data/scence_recognition/scence_recognition_full/image/mountain_nat88.jpg,mountain
43,data/scence_recognition/scence_recognition_full/image/street_urban950.jpg,street
44,data/scence_recognition/scence_recognition_full/image/opencountry_n291056.jpg,opencountry
45,data/scence_recognition/scence_recognition_full/image/coast_open60.jpg,coast
46,data/scence_recognition/scence_recognition_full/image/opencountry_nat932.jpg,opencountry
47,data/scence_recognition/scence_recognition_full/image/coast_sun59.jpg,coast
48,data/scence_recognition/scence_recognition_full/image/coast_nat768.jpg,coast
49,data/scence_recognition/scence_recognition_full/image/insidecity_art904.jpg,insidecity
50,data/scence_recognition/scence_recognition_full/image/coast_cdmc866.jpg,coast
51,data/scence_recognition/scence_recognition_full/image/opencountry_fie33.jpg,opencountry
52,data/scence_recognition/scence_recognition_full/image/opencountry_nat802.jpg,opencountry
53,data/scence_recognition/scence_recognition_full/image/insidecity_hous14.jpg,insidecity
54,data/scence_recognition/scence_recognition_full/image/tallbuilding_urb246.jpg,tallbuilding
55,data/scence_recognition/scence_recognition_full/image/coast_bea4.jpg,coast
56,data/scence_recognition/scence_recognition_full/image/opencountry_open35.jpg,opencountry
57,data/scence_recognition/scence_recognition_full/image/coast_nat293.jpg,coast
58,data/scence_recognition/scence_recognition_full/image/mountain_n738013.jpg,mountain
59,data/scence_recognition/scence_recognition_full/image/mountain_land198.jpg,mountain
60,data/scence_recognition/scence_recognition_full/image/mountain_nat14.jpg,mountain
61,data/scence_recognition/scence_recognition_full/image/opencountry_nat599.jpg,opencountry
62,data/scence_recognition/scence_recognition_full/image/highway_land449.jpg,highway
63,data/scence_recognition/scence_recognition_full/image/opencountry_nat1026.jpg,opencountry
64,data/scence_recognition/scence_recognition_full/image/tallbuilding_a212033.jpg,tallbuilding
65,data/scence_recognition/scence_recognition_full/image/tallbuilding_art733.jpg,tallbuilding
66,data/scence_recognition/scence_recognition_full/image/forest_for79.jpg,forest
67,data/scence_recognition/scence_recognition_full/image/highway_nat533.jpg,highway
68,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1350.jpg,tallbuilding
69,data/scence_recognition/scence_recognition_full/image/coast_nat1065.jpg,coast
70,data/scence_recognition/scence_recognition_full/image/insidecity_a111017.jpg,insidecity
71,data/scence_recognition/scence_recognition_full/image/highway_bost392.jpg,highway
72,data/scence_recognition/scence_recognition_full/image/highway_bost387.jpg,highway
73,data/scence_recognition/scence_recognition_full/image/highway_bost306.jpg,highway
74,data/scence_recognition/scence_recognition_full/image/street_gre2.jpg,street
75,data/scence_recognition/scence_recognition_full/image/highway_gre50.jpg,highway
76,data/scence_recognition/scence_recognition_full/image/forest_text90.jpg,forest
77,data/scence_recognition/scence_recognition_full/image/street_boston272.jpg,street
78,data/scence_recognition/scence_recognition_full/image/forest_land809.jpg,forest
79,data/scence_recognition/scence_recognition_full/image/mountain_nat41.jpg,mountain
80,data/scence_recognition/scence_recognition_full/image/street_gre114.jpg,street
81,data/scence_recognition/scence_recognition_full/image/highway_bost165.jpg,highway
82,data/scence_recognition/scence_recognition_full/image/coast_natu649.jpg,coast
83,data/scence_recognition/scence_recognition_full/image/coast_land296.jpg,coast
84,data/scence_recognition/scence_recognition_full/image/coast_cdmc873.jpg,coast
85,data/scence_recognition/scence_recognition_full/image/opencountry_nat164.jpg,opencountry
86,data/scence_recognition/scence_recognition_full/image/coast_cdmc948.jpg,coast
87,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban1126.jpg,tallbuilding
88,data/scence_recognition/scence_recognition_full/image/opencountry_nat654.jpg,opencountry
89,data/scence_recognition/scence_recognition_full/image/opencountry_sopen9.jpg,opencountry
90,data/scence_recognition/scence_recognition_full/image/street_gre189.jpg,street
91,data/scence_recognition/scence_recognition_full/image/street_urb927.jpg,street
92,data/scence_recognition/scence_recognition_full/image/tallbuilding_a808075.jpg,tallbuilding
93,data/scence_recognition/scence_recognition_full/image/street_street94.jpg,street
94,data/scence_recognition/scence_recognition_full/image/mountain_n219006.jpg,mountain
95,data/scence_recognition/scence_recognition_full/image/opencountry_n371054.jpg,opencountry
96,data/scence_recognition/scence_recognition_full/image/mountain_natu997.jpg,mountain
97,data/scence_recognition/scence_recognition_full/image/coast_nat921.jpg,coast
98,data/scence_recognition/scence_recognition_full/image/opencountry_land665.jpg,opencountry
99,data/scence_recognition/scence_recognition_full/image/coast_n672000.jpg,coast
100,data/scence_recognition/scence_recognition_full/image/mountain_land778.jpg,mountain
101,data/scence_recognition/scence_recognition_full/image/forest_land765.jpg,forest
102,data/scence_recognition/scence_recognition_full/image/street_par153.jpg,street
103,data/scence_recognition/scence_recognition_full/image/coast_natu911.jpg,coast
104,data/scence_recognition/scence_recognition_full/image/highway_gre52.jpg,highway
105,data/scence_recognition/scence_recognition_full/image/highway_bost179.jpg,highway
106,data/scence_recognition/scence_recognition_full/image/tallbuilding_city70.jpg,tallbuilding
107,data/scence_recognition/scence_recognition_full/image/mountain_land225.jpg,mountain
108,data/scence_recognition/scence_recognition_full/image/coast_land340.jpg,coast
109,data/scence_recognition/scence_recognition_full/image/street_gre179.jpg,street
110,data/scence_recognition/scence_recognition_full/image/tallbuilding_city30.jpg,tallbuilding
111,data/scence_recognition/scence_recognition_full/image/mountain_sharp54.jpg,mountain
112,data/scence_recognition/scence_recognition_full/image/mountain_nat1084.jpg,mountain
113,data/scence_recognition/scence_recognition_full/image/street_par97.jpg,street
114,data/scence_recognition/scence_recognition_full/image/forest_text111.jpg,forest
115,data/scence_recognition/scence_recognition_full/image/opencountry_fie23.jpg,opencountry
116,data/scence_recognition/scence_recognition_full/image/tallbuilding_art1558.jpg,tallbuilding
117,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban3.jpg,tallbuilding
118,data/scence_recognition/scence_recognition_full/image/opencountry_land194.jpg,opencountry
119,data/scence_recognition/scence_recognition_full/image/insidecity_par104.jpg,insidecity
120,data/scence_recognition/scence_recognition_full/image/highway_gre525.jpg,highway
121,data/scence_recognition/scence_recognition_full/image/highway_bost292.jpg,highway
122,data/scence_recognition/scence_recognition_full/image/tallbuilding_art457.jpg,tallbuilding
123,data/scence_recognition/scence_recognition_full/image/tallbuilding_art172.jpg,tallbuilding
124,data/scence_recognition/scence_recognition_full/image/street_urb332.jpg,street
125,data/scence_recognition/scence_recognition_full/image/mountain_art1132.jpg,mountain
126,data/scence_recognition/scence_recognition_full/image/opencountry_land606.jpg,opencountry
127,data/scence_recognition/scence_recognition_full/image/street_street50.jpg,street
128,data/scence_recognition/scence_recognition_full/image/tallbuilding_a805085.jpg,tallbuilding
129,data/scence_recognition/scence_recognition_full/image/forest_nat349.jpg,forest
130,data/scence_recognition/scence_recognition_full/image/insidecity_a223049.jpg,insidecity
131,data/scence_recognition/scence_recognition_full/image/coast_nat196.jpg,coast
132,data/scence_recognition/scence_recognition_full/image/mountain_n213056.jpg,mountain
133,data/scence_recognition/scence_recognition_full/image/forest_nat337.jpg,forest
134,data/scence_recognition/scence_recognition_full/image/coast_osun52.jpg,coast
135,data/scence_recognition/scence_recognition_full/image/highway_bost311.jpg,highway
136,data/scence_recognition/scence_recognition_full/image/insidecity_art831.jpg,insidecity
137,data/scence_recognition/scence_recognition_full/image/coast_n243057.jpg,coast
138,data/scence_recognition/scence_recognition_full/image/highway_urb962.jpg,highway
139,data/scence_recognition/scence_recognition_full/image/coast_land334.jpg,coast
140,data/scence_recognition/scence_recognition_full/image/forest_nat281.jpg,forest
141,data/scence_recognition/scence_recognition_full/image/coast_nat1099.jpg,coast
142,data/scence_recognition/scence_recognition_full/image/forest_land243.jpg,forest
143,data/scence_recognition/scence_recognition_full/image/tallbuilding_urban1038.jpg,tallbuilding
144,data/scence_recognition/scence_recognition_full/image/coast_n291008.jpg,coast
145,data/scence_recognition/scence_recognition_full/image/street_par162.jpg,street
146,data/scence_recognition/scence_recognition_full/image/opencountry_nat920.jpg,opencountry
147,data/scence_recognition/scence_recognition_full/image/coast_nat462.jpg,coast
148,data/scence_recognition/scence_recognition_full/image/street_bost72.jpg,street
149,data/scence_recognition/scence_recognition_full/image/forest_n18075.jpg,forest
150,data/scence_recognition/scence_recognition_full/image/opencountry_land905.jpg,opencountry
151,data/scence_recognition/scence_recognition_full/image/highway_gre37.jpg,highway
152,data/scence_recognition/scence_recognition_full/image/street_par103.jpg,street
153,data/scence_recognition/scence_recognition_full/image/opencountry_land653.jpg,opencountry
154,data/scence_recognition/scence_recognition_full/image/insidecity_a212025.jpg,insidecity
155,data/scence_recognition/scence_recognition_full/image/insidecity_art1664.jpg,insidecity
156,data/scence_recognition/scence_recognition_full/image/highway_bost374.jpg,highway
157,data/scence_recognition/scence_recognition_full/image/forest_land503.jpg,forest
158,data/scence_recognition/scence_recognition_full/image/opencountry_nat582.jpg,opencountry
159,data/scence_recognition/scence_recognition_full/image/highway_gre420.jpg,highway
160,data/scence_recognition/scence_recognition_full/image/highway_art890.jpg,highway
161,data/scence_recognition/scence_recognition_full/image/street_gre193.jpg,street
162,data/scence_recognition/scence_recognition_full/image/forest_for85.jpg,forest
163,data/scence_recognition/scence_recognition_full/image/street_par72.jpg,street
164,data/scence_recognition/scence_recognition_full/image/opencountry_n490003.jpg,opencountry
165,data/scence_recognition/scence_recognition_full/image/opencountry_land575.jpg,opencountry
166,data/scence_recognition/scence_recognition_full/image/forest_nat266.jpg,forest
167,data/scence_recognition/scence_recognition_full/image/forest_land871.jpg,forest
168,data/scence_recognition/scence_recognition_full/image/mountain_natu763.jpg,mountain
169,data/scence_recognition/scence_recognition_full/image/opencountry_n347020.jpg,opencountry
170,data/scence_recognition/scence_recognition_full/image/opencountry_natu45.jpg,opencountry
171,data/scence_recognition/scence_recognition_full/image/mountain_land680.jpg,mountain
172,data/scence_recognition/scence_recognition_full/image/insidecity_a463092.jpg,insidecity
173,data/scence_recognition/scence_recognition_full/image/forest_land854.jpg,forest
174,data/scence_recognition/scence_recognition_full/image/tallbuilding_sky7.jpg,tallbuilding
175,data/scence_recognition/scence_recognition_full/image/forest_land726.jpg,forest
